Query Name,Original Execution Time,Optimized Execution Time,Error
15a_1.sql,213.23591089248657,6.59011697769165,
15a_3.sql,213.3388090133667,4.941752672195435,
15a_2.sql,188.31250286102295,5.412820100784302,
15a_5.sql,4.434842824935913,4.318788051605225,
15a_4.sql,3.2254269123077393,4.353496789932251,
